,Ticker,GARCH_CI,GARCH_Direction,GARCH_RMSE,FIGARCH_CI,FIGARCH_Direction,FIGARCH_RMSE,APARCH_CI,APARCH_Direction,APARCH_RMSE,HARCH_CI,HARCH_Direction,HARCH_RMSE
0,LUMN,0.9071729957805909,0.5443037974683544,0.2161492645682197,0.8987341772151899,0.5274261603375527,0.2169336231976339,0.9027484143763214,0.5337552742616034,2.1441954922387256,0.9071729957805909,0.5443037974683544,0.2157670006015277
1,VZ,0.8771084337349397,0.5572289156626506,0.1044938351523834,0.8783132530120482,0.5560240963855422,0.1043628057970919,0.8819277108433735,0.55,14.218245503644429,0.8789156626506024,0.5560240963855422,0.1046016144153555
2,T,0.8746987951807229,0.5421686746987951,0.1638682686869629,0.8746987951807229,0.5439759036144578,0.1629101628596899,0.8825301204819277,0.5355421686746988,0.1625864033251176,0.8722891566265061,0.5433734939759036,0.1639367893844294
3,DIS,0.8493975903614458,0.5271084337349398,0.1746206152275881,0.858433734939759,0.5319277108433735,0.1745722124747631,0.8536144578313253,0.5319277108433735,5.346006159291657,0.8524096385542169,0.5283132530120482,0.1741189759445474
4,TTWO,0.8475903614457831,0.5433734939759036,0.2000777971540192,0.8530120481927711,0.5469879518072289,0.1994553316033429,0.8572289156626506,0.5445783132530121,1.0314758754041289,0.8506024096385543,0.5457831325301205,0.200149896624223
5,NFLX,0.9012048192771084,0.5403614457831325,0.2452914528399743,0.9018072289156628,0.5403614457831325,0.2456471349124729,0.902291917973462,0.5391566265060241,254.66759378773207,0.9012048192771084,0.5409638554216868,0.2482994127062723
6,ATVI,0.869277108433735,0.5379518072289157,0.1893592832352135,0.8722891566265061,0.5379518072289157,0.1880185071015077,0.8771084337349397,0.5271084337349398,0.5164751006415228,0.8704819277108434,0.5379518072289157,0.1893765241018539
7,LYV,0.8825301204819277,0.5331325301204819,0.2513504161882746,0.8903614457831325,0.5343373493975904,0.2476358439838808,0.8957831325301204,0.5265060240963856,0.2457052657268733,0.8819277108433735,0.5331325301204819,0.2513889586622674
8,EA,0.9012048192771084,0.5385542168674698,0.1593114810905295,0.9078313253012048,0.5403614457831325,0.1587008830200064,0.9072289156626506,0.5421686746987951,0.1588581923986463,0.9018072289156628,0.541566265060241,0.1595385991775907
9,WBD,0.9629629629629628,0.5925925925925926,0.2239454671243397,0.9629629629629628,0.6296296296296297,0.2252032620286611,0.9506172839506172,0.5802469135802469,2.8061361614253952,0.9629629629629628,0.5925925925925926,0.2234723142906164
10,MTCH,0.8855421686746988,0.5620481927710843,0.2500196576262455,0.8879518072289156,0.5614457831325301,0.2496727202274607,0.8951807228915662,0.5590361445783133,9.32411449806293,0.8825301204819277,0.563855421686747,0.2518880488297391
11,GOOGL,0.8801204819277109,0.5355421686746988,0.1503325066994811,0.8783132530120482,0.5313253012048192,0.1506420358660114,0.8825301204819277,0.5355421686746988,0.5875799591835063,0.8801204819277109,0.5343373493975904,0.150637320193857
12,GOOG,0.8686746987951808,0.5283132530120482,0.1523488671759598,0.8674698795180723,0.5253012048192771,0.1524913244914912,0.8765060240963856,0.5391566265060241,7.437510824257428,0.8686746987951808,0.5277108433734939,0.1523769085353444
